Ticker,Name,Exchange,Category,Country,SE_Name
SFD1.DU,SOFTLINE AG O.N.,DUS,Information Technology Services,Germany,Düsseldorf Stock Exchange
SUVN.DU,SGS S.A. NA SF 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SGMR.DU,STMICROELECTRONICS NY 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SGK1.DU,"SAGE GRP PLC LS-,01051948",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SIT4.DU,"SINGAPORE TELE. SD-,15",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SHWK.DU,SHS VIVEON AG,DUS,Information Technology Services,Germany,Düsseldorf Stock Exchange
SHP5.DU,"STAGECOACH LS-,0054824",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SW1.DU,SHW AG,DUS,Auto Parts,Germany,Düsseldorf Stock Exchange
SJ3.DU,SHERWIN-WILLIAMS DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SU1N.DU,"SWISS PRIME SITE SF15,3",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SIQ.DU,SIQ.DU,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SIK.DU,"SIKA AG INH. SF 0,60",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SIE.DU,SIEMENS AG NA,DUS,Diversified Machinery,Germany,Düsseldorf Stock Exchange
SQX.DU,SIRTEX MEDICAL LTD.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
S9Y.DU,SILVERCORP METALS INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
G3U.DU,GREAT PANTHER SILVER,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SJ1.DU,SUPERVALU INC. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SKYD.DU,SKYD.DU,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SKFB.DU,"SKF AB B SK 0,625",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SK1A.DU,SKW STAHL-MET.HLDG. NA ON,DUS,Chemicals - Major Diversified,Germany,Düsseldorf Stock Exchange
SKWA.DU,SSAB AB -A- FRIA,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SM1.DU,"SLM CORP. DL-,20",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SM3.DU,SUNCOR ENERGY INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
S92.DU,SMA SOLAR TECHNOL.AG,DUS,Diversified Utilities,Germany,Düsseldorf Stock Exchange
SMPA.DU,SAMPO OYJ A,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SNW.DU,SANOFI SA INHABER EO 2,DUS,Drug Manufacturers - Major,Germany,Düsseldorf Stock Exchange
SPU.DU,SNAP-ON INC. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
8S9.DU,SNOWBIRD AG,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SW5.DU,"SOUTHWESTERN EN. DL -,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TRIG.DU,STOCKHOLM IT VENTURES AB,DUS,Other Category,Germany,Düsseldorf Stock Exchange
F3A.DU,"FIRST SOLAR INC. D -,001",DUS,Diversified Utilities,Germany,Düsseldorf Stock Exchange
UNS1.DU,"VIAVI SOLUTIONS DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SOW.DU,SOFTWARE AG O.N.,DUS,Business Software & Services,Germany,Düsseldorf Stock Exchange
99SC.DU,STARAMBA SE O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
L5A.DU,CANADIAN SOLAR INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SOT.DU,THE SOUTHERN CO. DL 5,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SPZI.DU,SPZI.DU,DUS,Other Category,Germany,Düsseldorf Stock Exchange
N4D.DU,"SPECTRA ENERGY DL -,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SQU.DU,"VINCI S.A. INH. EO 2,50",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SR9.DU,"SWISS RE AG NAM. SF -,10",DUS,Other Category,Germany,Düsseldorf Stock Exchange
STE.DU,STEILMANN SE,DUS,Other Category,Germany,Düsseldorf Stock Exchange
USX1.DU,UNITED STATES STEEL DL 1,DUS,Steel & Iron,Germany,Düsseldorf Stock Exchange
CAP.DU,CAPITAL STAGE AG,DUS,Diversified Utilities,Germany,Düsseldorf Stock Exchange
9LMA.DU,"STARZ CLASS A DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SYK.DU,"STRYKER CORP. DL-,10",DUS,Medical Appliances & Equipment,Germany,Düsseldorf Stock Exchange
ST5.DU,STEICO SE,DUS,Diversified Machinery,Germany,Düsseldorf Stock Exchange
WMT.DU,"WAL-MART STRS DL-,10",DUS,"Discount, Variety Stores",Germany,Düsseldorf Stock Exchange
STP.DU,"STAPLES INC. DL-,0006",DUS,Other Category,Germany,Düsseldorf Stock Exchange
ENUR.DU,"STORA ENSO OYJ R EO 1,70",DUS,Paper & Paper Products,Germany,Düsseldorf Stock Exchange
SY9.DU,"STERICYCLE INC. DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SUR.DU,SURTECO SE,DUS,Paper & Paper Products,Germany,Düsseldorf Stock Exchange
SUU.DU,SUNTRUST BANKS INC. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TR4.DU,"TRACTOR SUPPLY DL-,008",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SZU.DU,SUEDZUCKER AG O.N.,DUS,Confectioners,Germany,Düsseldorf Stock Exchange
SUY1.DU,SAINSBURY-J.- LS-28571428,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SUL1.DU,"SULZER NAM. SF -,01",DUS,Diversified Machinery,Germany,Düsseldorf Stock Exchange
ST7B.DU,"SUPERCO.TECHS NEW DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
S9P2.DU,"SUNPOWER CORP. DL -,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
UPAB.DU,UNITED PARCEL SE.B DL-01,DUS,Air Delivery & Freight Services,Germany,Düsseldorf Stock Exchange
SVKB.DU,SANDVIK AB,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SVT1.DU,"SEVERN TRENT LS-,9789",DUS,Other Category,Germany,Düsseldorf Stock Exchange
S6N.DU,AUSNET SERVICES SHS,DUS,Other Category,Germany,Düsseldorf Stock Exchange
UHR.DU,"SWATCH GRP AG INH.SF 2,25",DUS,Jewelry Stores,Germany,Düsseldorf Stock Exchange
SWM.DU,SWEDISH MATCH,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SWJ.DU,SWISSCOM AG NAM. SF 1,DUS,Wireless Communications,Germany,Düsseldorf Stock Exchange
LIO1.DU,SYGNIS AG,DUS,Medical Laboratories & Research,Germany,Düsseldorf Stock Exchange
SY1.DU,SYMRISE AG INH. O.N.,DUS,Specialty Chemicals,Germany,Düsseldorf Stock Exchange
SYM.DU,"SYMANTEC CORP. DL-,01",DUS,Technical & System Software,Germany,Düsseldorf Stock Exchange
V3S.DU,VECTRON SYSTEMS O.N.,DUS,Technical & System Software,Germany,Düsseldorf Stock Exchange
VTY.DU,VERINT SYSTEMS INC DL-001,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SYZ.DU,SYZYGY AG O.N.,DUS,Information Technology Services,Germany,Düsseldorf Stock Exchange
SYY.DU,SYSCO CORP. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SZG.DU,SALZGITTER AG O.N.,DUS,Steel & Iron,Germany,Düsseldorf Stock Exchange
TWW.DU,"TAYLOR WIMPEY PLC LS -,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TLX.DU,TALANX AG NA O.N.,DUS,Property & Casualty Insurance,Germany,Düsseldorf Stock Exchange
TKE.DU,TAKE-TWO INTERACT. SOFTW.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TAEN.DU,TANTALUS RARE EARTHS NA,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TCO.DU,"TESCO PLC LS-,05",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TC1.DU,TELE COLUMBUS AG NA O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TTR1.DU,TECHNOTRANS AG NA O.N.,DUS,Business Equipment,Germany,Düsseldorf Stock Exchange
TII.DU,TEXAS INSTR. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
LTC.DU,"LINEAR TECH.CORP. DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TLS.DU,"TELIA COMPANY AB SK 3,20",DUS,Other Category,Germany,Düsseldorf Stock Exchange
UTC1.DU,UTD TECHN. DL 1,DUS,Aerospace/Defense - Major Diversified,Germany,Düsseldorf Stock Exchange
TGT.DU,11 88 0 SOLUTIONS AG,DUS,Wireless Communications,Germany,Düsseldorf Stock Exchange
TL1.DU,TL1.DU,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TOC.DU,THOMSON REUTERS CORP.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
W3U.DU,"WESTERN UNION CO. DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TIF.DU,"TIFFANY + CO. DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TJX.DU,TJX COS INC. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TKA.DU,THYSSENKRUPP AG O.N.,DUS,Steel & Iron,Germany,Düsseldorf Stock Exchange
TLI.DU,TELES AG INFORM.TECHN.,DUS,Communication Equipment,Germany,Düsseldorf Stock Exchange
TMJ.DU,TORCHMARK CORP. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TM5.DU,"T-MOBILE US INC.DL,-00001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TOTB.DU,"TOTAL S.A. EO 2,50",DUS,Major Integrated Oil & Gas,Germany,Düsseldorf Stock Exchange
TPN.DU,TRIPLAN AG O.N.,DUS,General Contractors,Germany,Düsseldorf Stock Exchange
TRS.DU,TRANSCANADA CORP.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TZ1.DU,TRANSALTA CORP.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
T6A.DU,"TRIPADVISOR INC. DL -,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TVD6.DU,TRAVEL24.COM AG,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TSTA.DU,TELSTRA CORP. LTD,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TT1.DU,"TTM TECHNOLOGIES DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
TUI1.DU,TUI AG NA O.N.,DUS,"Recreational Goods, Other",Germany,Düsseldorf Stock Exchange
TUR.DU,TURBON AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TXT.DU,"TEXTRON INC. DL-,125",DUS,Other Category,Germany,Düsseldorf Stock Exchange
0UB.DU,"UBS GROUP AG SF -,10",DUS,Other Category,Germany,Düsseldorf Stock Exchange
UCA1.DU,U.C.A. AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
USY1.DU,"UNISYS CORP. NEW DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
UUEC.DU,UNITED UTILITIES GRP,DUS,Other Category,Germany,Düsseldorf Stock Exchange
UNP.DU,"UNION PAC. DL 2,50",DUS,Railroads,Germany,Düsseldorf Stock Exchange
UTDI.DU,UTD.INTERNET AG NA,DUS,Wireless Communications,Germany,Düsseldorf Stock Exchange
UNH.DU,"UNITEDHEALTH GROUP DL-,01",DUS,Health Care Plans,Germany,Düsseldorf Stock Exchange
U6Z.DU,"URANIUM ENERGY DL-,001",DUS,Industrial Metals & Minerals,Germany,Düsseldorf Stock Exchange
VA4.DU,VASCULAR SOLUTIONS,DUS,Other Category,Germany,Düsseldorf Stock Exchange
VLE.DU,"VALERO ENERGY CORP.DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
VG8.DU,VARENGOLD BANK AG,DUS,Money Center Banks,Germany,Düsseldorf Stock Exchange
VCX.DU,"VIACOM INC. B DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
VR9.DU,"VEDANTA RESOURCES DL-,10",DUS,Other Category,Germany,Düsseldorf Stock Exchange
VEO.DU,"VEECO INSTRUMENTS DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
VEN.DU,"VENTAS INC. DL-,25",DUS,Other Category,Germany,Düsseldorf Stock Exchange
BAC.DU,"VERIZON COMM. INC. DL-,10",DUS,Wireless Communications,Germany,Düsseldorf Stock Exchange
VRS.DU,"VERISIGN INC. DL-,001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
VIH.DU,VIB VERMOEGEN O.N.,DUS,Real Estate Development,Germany,Düsseldorf Stock Exchange
T3V1.DU,"STAND.LIFE AB.LS-,1222222",DUS,Other Category,Germany,Düsseldorf Stock Exchange
3V64.DU,"VISA INC. CL. A DL -,0001",DUS,Credit Services,Germany,Düsseldorf Stock Exchange
VS1.DU,"VIASAT INC. DL-,0001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
V6C.DU,VISCOM AG O.N.,DUS,Scientific & Technical Instruments,Germany,Düsseldorf Stock Exchange
VIU.DU,VIVUS INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
VVU.DU,"VIVENDI S.A. INH. EO 5,5",DUS,Wireless Communications,Germany,Düsseldorf Stock Exchange
VOW.DU,VOLKSWAGEN AG ST O.N.,DUS,Auto Manufacturers - Major,Germany,Düsseldorf Stock Exchange
VOL1.DU,VOLVO B (FRIA),DUS,Other Category,Germany,Düsseldorf Stock Exchange
VQKA.DU,RENESOLA LTD ADR 2 O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
VT9.DU,VTG AG O.N.,DUS,Railroads,Germany,Düsseldorf Stock Exchange
WKM3.DU,WKM TERR.U.BET.AG VZ O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
STO3.DU,STO SE+CO.KGAA VZO O.N.,DUS,General Building Materials,Germany,Düsseldorf Stock Exchange
MEO3.DU,METRO AG VZO O.N.,DUS,"Specialty Retail, Other",Germany,Düsseldorf Stock Exchange
W4C.DU,WATPAC LTD,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WSOK.DU,WALLSTREET:ONLINE AG,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WSU.DU,WASHTEC AG O.N.,DUS,Diversified Machinery,Germany,Düsseldorf Stock Exchange
WCH.DU,WACKER CHEMIE O.N.,DUS,Chemicals - Major Diversified,Germany,Düsseldorf Stock Exchange
WCMK.DU,WCM BET.GRD.AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
42W.DU,"WEIR GRP PLC LS-,125",DUS,Other Category,Germany,Düsseldorf Stock Exchange
WEG1.DU,WESTGRUND AG,DUS,Real Estate Development,Germany,Düsseldorf Stock Exchange
WEU.DU,"WESTELL TECHS A DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
WIC.DU,WEC ENERGY GRP DL 10,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WHR.DU,WHIRLPOOL CORP. DL 1,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WID.DU,WINDHOFF AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WIG1.DU,WIGE MEDIA AG,DUS,CATV Systems,Germany,Düsseldorf Stock Exchange
WKM.DU,WKM TERR.U.BET.AG ST O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
CH1A.DU,C.H. ROB. WORLDWIDE NEW,DUS,Other Category,Germany,Düsseldorf Stock Exchange
WWR.DU,WOOLWORTHS,DUS,Other Category,Germany,Düsseldorf Stock Exchange
B1C.DU,"BAIDU INC.A ADR DL-,00005",DUS,Internet Information Providers,Germany,Düsseldorf Stock Exchange
SAO.DU,SASOL LTD ADR/1 O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TR3.DU,TRINA SOLAR ADR/50 DL-01,DUS,Other Category,Germany,Düsseldorf Stock Exchange
AUD.DU,AUTODESK INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
COM.DU,COMDIRECT BANK AG,DUS,Money Center Banks,Germany,Düsseldorf Stock Exchange
3BA.DU,"BARRATT DEV. PLC LS-,10",DUS,Other Category,Germany,Düsseldorf Stock Exchange
B5A.DU,BAUER AG,DUS,General Contractors,Germany,Düsseldorf Stock Exchange
B8A.DU,BAVARIA INDS GRP O.N.,DUS,Asset Management,Germany,Düsseldorf Stock Exchange
3RB.DU,"RECKITT BENCK.GRP LS -,10",DUS,Personal Products,Germany,Düsseldorf Stock Exchange
42BA.DU,BERKELEY GRP HLDGS ORD,DUS,Other Category,Germany,Düsseldorf Stock Exchange
BMM.DU,BRUEDER MANNESM.AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
R1H.DU,BRAMBLES LTD,DUS,Other Category,Germany,Düsseldorf Stock Exchange
BRM.DU,BRISTOL-MYERS SQUIBBDL-10,DUS,Drug Manufacturers - Major,Germany,Düsseldorf Stock Exchange
COO2.DU,CAATOOSEE,DUS,Other Category,Germany,Düsseldorf Stock Exchange
COK.DU,CANCOM SE O.N.,DUS,Information Technology Services,Germany,Düsseldorf Stock Exchange
RE0.DU,REGIO CAPITAL AG INH.O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
TEX.DU,CASTELLUM AB,DUS,Other Category,Germany,Düsseldorf Stock Exchange
CAT1.DU,CATERPILLAR INC. DL 1,DUS,Farm & Construction Machinery,Germany,Düsseldorf Stock Exchange
CNWK.DU,CO.DON AG INH. O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
COY.DU,"COACH INC. DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
CON.DU,CONTINENTAL AG O.N.,DUS,Auto Parts,Germany,Düsseldorf Stock Exchange
COP.DU,COMPUGROUP MED.SE O.N.,DUS,Healthcare Information Services,Germany,Düsseldorf Stock Exchange
1COV.DU,COVESTRO AG O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
DEX.DU,DELTICOM AG,DUS,"Specialty Retail, Other",Germany,Düsseldorf Stock Exchange
EN3.DU,ENBRIDGE INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
PRVA.DU,PROVIDENT FIN.LS-17868339,DUS,Other Category,Germany,Düsseldorf Stock Exchange
FIV.DU,"FISERV INC. DL-,01",DUS,Business Services,Germany,Düsseldorf Stock Exchange
FRA.DU,FRAPORT AG FFM.AIRPORT,DUS,Heavy Construction,Germany,Düsseldorf Stock Exchange
FRE.DU,FRESENIUS SE+CO.KGAA O.N.,DUS,Hospitals,Germany,Düsseldorf Stock Exchange
M3K.DU,"MARFIN INV.GR.HLD. EO-,30",DUS,Other Category,Germany,Düsseldorf Stock Exchange
HOT.DU,HOCHTIEF AG,DUS,General Contractors,Germany,Düsseldorf Stock Exchange
INH.DU,INDUS HOLDING AG,DUS,General Building Materials,Germany,Düsseldorf Stock Exchange
HOS.DU,HOS.DU,DUS,Other Category,Germany,Düsseldorf Stock Exchange
INL.DU,"INTEL CORP. DL-,001",DUS,Semiconductor - Broad Line,Germany,Düsseldorf Stock Exchange
INP.DU,INTL PAPER DL 1,DUS,Packaging & Containers,Germany,Düsseldorf Stock Exchange
LIN.DU,LINDE AG O.N.,DUS,Chemicals - Major Diversified,Germany,Düsseldorf Stock Exchange
MAK.DU,MATERNUS-KLI.AG O.N.,DUS,Hospitals,Germany,Düsseldorf Stock Exchange
MA6.DU,"MARKS SPENCER GRP LS-,25",DUS,Other Category,Germany,Düsseldorf Stock Exchange
M4I.DU,"MASTERCARD INC.A DL-,0001",DUS,Credit Services,Germany,Düsseldorf Stock Exchange
M3V.DU,MEVIS MEDICAL SOL.NA O.N.,DUS,Technical & System Software,Germany,Düsseldorf Stock Exchange
MEO.DU,METRO AG ST O.N.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
3MI.DU,"PAGEGROUP PLC LS -,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
PAR.DU,"PARKER-HANNIFIN DL-,50",DUS,Other Category,Germany,Düsseldorf Stock Exchange
2PP.DU,"PAYPAL HDGS INC.DL-,0001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
PRG.DU,PROCTER GAMBLE,DUS,Personal Products,Germany,Düsseldorf Stock Exchange
SAP.DU,SAP SE O.N.,DUS,Technical & System Software,Germany,Düsseldorf Stock Exchange
S7MB.DU,SECURITAS AB B SK 1,DUS,Security & Protection Services,Germany,Düsseldorf Stock Exchange
SE4.DU,SEMPRA ENERGY,DUS,Other Category,Germany,Düsseldorf Stock Exchange
SEO.DU,"SERCO GROUP PLC LS-,02",DUS,Other Category,Germany,Düsseldorf Stock Exchange
STR.DU,STOEHR + CO.AG I.A.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
3T4.DU,"TERADATA (DEL.) DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
PA9.DU,TRAVELERS COS INC.,DUS,Other Category,Germany,Düsseldorf Stock Exchange
CA3.DU,COMERICA INC. DL 5,DUS,Other Category,Germany,Düsseldorf Stock Exchange
HO1.DU,"HOLOGIC INC. DL-,01",DUS,Other Category,Germany,Düsseldorf Stock Exchange
G5N.DU,"GROUPON INC. DL-,0001",DUS,Other Category,Germany,Düsseldorf Stock Exchange
SELEC.IS,Selçuk Ecza Deposu Ticaret ve Sanayi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
PSDTC.IS,Pergamon-Status Dis Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
GLBMD.IS,Global Menkul Degerler Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
EREGL.IS,Eregli Demir ve Çelik Fabrikalari T.A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ANSA.IS,Marka Yatirim Holding A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
THYAO.IS,Türk Hava Yollari Anonim Ortakligi,IST,Other Category,Turkey,Istanbul Stock Exchange
TSKB.IS,Turkiye Sinai Kalkinma Bankasi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
PRKAB.IS,Türk Prysmian Kablo ve Sistemleri Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
KORDS.IS,Kordsa Global Endüstriyel Iplik ve Kord Bezi Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
KARTN.IS,Kartonsan Karton Sanayi ve Ticaret Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
ENKAI.IS,Enka Insaat ve Sanayi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ASYAB.IS,Asya Katilim Bankasi AS,IST,Other Category,Turkey,Istanbul Stock Exchange
ADEL.IS,Adel Kalemcilik Ticaret ve Sanayi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
VAKFN.IS,Vakif Finansal Kiralama A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
KRTEK.IS,Karsu Tekstil Sanayii ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
MARTI.IS,Marti Otel Isletmeleri A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
SANKO.IS,Sanko Pazarlama Ithalat Ihracat Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
PINSU.IS,Pinar Su Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
TCHOL.IS,Salix Yatirim Holding A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ATAGY.IS,Ata Gayrimenkul Yatirim Ortakligi Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
OYLUM.IS,Oylum Sinai Yatirimlar Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
ODAS.IS,Odas Elektrik Üretim Sanayi Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ISYAT.IS,Is Yatirim Ortakligi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
FROTO.IS,Ford Otomotiv Sanayi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ETYAT.IS,Euro Trend Yatirim Ortakligi Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
ALGYO.IS,Alarko Gayrimenkul Yatirim Ortakligi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
AKSGY.IS,Akis Gayrimenkul Yatirim Ortakligi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
METUR.IS,Metemtur Otelcilik ve Turizm Isletmeleri A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
OZGYO.IS,Ozderici Gayrimenkul Yatirim Ortakligi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
OLMIP.IS,Olmuksan International Paper Ambalaj Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
YKGYO.IS,Yapi Kredi Koray Gayrimenkul Yatirim Ortakligi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ISGSY.IS,Is Girisim Sermayesi Yatirim Ortakligi AS,IST,Other Category,Turkey,Istanbul Stock Exchange
TUPRS.IS,Türkiye Petrol Rafinerileri A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
YAPRK.IS,Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
HURGZ.IS,Hürriyet Gazetecilik ve Matbaacilik A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
EGSER.IS,Ege Seramik Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
EGPRO.IS,Ege Profil Ticaret ve Sanayi Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
EDIP.IS,Edip Gayrimenkul Yatirim Sanayi ve Ticaret AS,IST,Other Category,Turkey,Istanbul Stock Exchange
CIMSA.IS,Çimsa Çimento Sanayi ve Ticaret Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
BRSAN.IS,Borusan Mannesmann Boru Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
AKCNS.IS,Akçansa Çimento Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
CEMTS.IS,Çemtas Çelik Makina Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
KARSN.IS,Karsan Otomotiv Sanayii ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
TMSN.IS,Tümosan Motor ve Traktör Sanayi A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
MIPAZ.IS,Milpa Ticari ve Sinai Ürünler Pazarlama Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
PETUN.IS,Pinar Entegre Et ve Un Sanayii A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
TTRAK.IS,Türk Traktör ve Ziraat Makineleri A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
KILER.IS,Kiler Alisveris Hizmetleri Gida Sanayi ve Ticaret Anonim Sirketi,IST,Other Category,Turkey,Istanbul Stock Exchange
GSRAY.IS,Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
ANELT.IS,Anel Telekomünikasyon Elektronik Sistemleri Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
SANEL.IS,San-El Muhendislik Elektrik Taahhut Sanayi ve Ticaret A.S.,IST,Other Category,Turkey,Istanbul Stock Exchange
